date,LabID,Year,Month,LABPH,SPCOND,CA,MG,Sodium,K,NH4,SO4,NO3,CL,WSOC,LWC,Hplus
7/26/1996 0:00,,1996,7,3.7500001,116,,,,,,,,,,0.76,177.8279001
7/26/1996 0:00,,1996,7,3.759999957,124,,,,,,,,,,0.46,173.7801001
7/26/1996 21:00,,1996,7,5.569999968,19.4,47.07915,4.151212,1.31283,1.181078,77.14347,40.4102,51.53502,4.06224,,0.42,2.691535002
7/26/1996 22:00,,1996,7,5.709999911,15,27.06426,2.576813,0.857385,0.71596,70.14342,30.4118,32.02176,2.51069,,0.59,1.949844999
7/26/1996 23:00,,1996,7,5.830000114,12,23.52785,2.310984,0.73167,0.7126359,55.6433,22.4964,24.80257,2.34143,,0.38,1.479108
7/26/1996 23:56,,1996,7,5.430000034,10.7,15.89515,1.791671,0.56724,0.5277648,41.14318,18.76783,19.51326,1.60797,,0.61,3.715352
7/27/1996 0:37,,1996,7,5.430000034,9.8,12.04786,1.575222,0.552885,0.4157682,38.14316,17.22641,17.5119,1.29766,,0.42,3.715352
7/27/1996 2:00,,1996,7,5.050000019,11.6,11.58329,1.865741,0.515475,0.3487748,23.85733,18.64285,15.29611,1.1284,,0.49,8.912508991
7/27/1996 2:59,,1996,7,4.779999976,17.9,9.957545,1.757105,0.471105,0.3262732,20.14302,28.7454,13.36623,0.95914,,0.61,16.59586999
7/27/1996 3:59,,1996,7,4.440000066,29.4,8.315835,1.901953,0.441525,0.291498,14.78583,54.7829,10.36419,0.87451,,0.46,36.30779996
7/27/1996 4:35,,1996,7,4.319999993,32.1,6.179117,1.642708,0.420645,0.2802472,14.2144,67.2809,8.076917,0.62062,,0.69,47.86301
7/27/1996 5:35,,1996,7,4.300000029,37.2,4.659662,1.359596,0.3741,0.2769231,13.35725,78.5291,6.861806,0.5642,,0.66,50.11872002
7/27/1996 6:36,,1996,7,4.379999983,29.7,3.08382,0.942335,0.324075,0.2654166,18.28586,65.6145,6.361466,0.5642,,0.83,41.68693998
7/27/1996 7:45,,1996,7,4.460000063,25.3,2.2954,0.70778,0.354525,0.2833156,16.71442,54.3663,6.075557,0.62062,,0.71,34.67368002
7/27/1996 8:51,,1996,7,4.399999968,26.9,1.804883,0.554702,0.417165,0.2799915,14.78583,52.9082,6.432943,0.98735,,0.64,39.81071999
7/27/1996 9:51,,1996,7,4.51999996,22,1.589814,0.434544,0.445875,0.3434051,13.64297,39.3687,7.00476,0.87451,,0.51,30.19951999
7/27/1996 10:58,,1996,7,4.639999934,17.8,1.157181,0.417261,0.59769,0.3817601,17.28585,29.9952,8.791689,0.95914,,0.48,22.90868001
7/27/1996 12:00,,1996,7,4.689999988,17.7,1.959074,1.132448,3.121995,0.7412743,23.85733,26.0375,15.0102,3.44162,,0.41,20.41738001
7/27/1996 14:15,,1996,7,5.539999925,28,15.89415,12.76473,53.73555,3.522523,142.8583,26.4541,52.60718,45.9823,,0,2.884032001
7/27/1996 21:00,,1996,7,4.730000032,34.8,37.74835,6.258092,1.283685,1.790411,92.85789,72.2801,57.03876,3.72372,,0.11,18.62086999
7/27/1996 22:00,,1996,7,5.050000019,20.8,35.85514,3.405574,0.860865,1.006691,69.8577,42.2849,42.45742,2.34143,,0.14,8.912508991
7/30/1996 14:00,,1996,7,3.709999911,135.8,61.60155,24.42088,35.12364,6.787812,152.8584,266.624,168.6861,16.30538,,0.13,194.9844999
7/30/1996 15:00,,1996,7,3.889999849,85.2,7.026918,3.582519,5.61585,1.374899,72.85773,144.5602,70.97681,7.10892,,0.3,128.825
7/30/1996 16:00,,1996,7,3.960000078,68.4,5.056866,2.184242,3.27033,0.9714043,65.21481,114.3567,54.53706,4.7957,,0.41,109.6477999
7/30/1996 17:00,,1996,7,3.759999957,106.2,8.401164,3.541369,4.28214,1.55619,122.8581,185.387,92.92029,7.10892,,0.14,173.7801001
7/30/1996 18:00,,1996,7,3.609999985,153.8,13.08528,4.58411,6.951735,1.756659,132.1439,254.126,135.8066,10.66338,,0.23,245.4709
7/30/1996 19:00,,1996,7,3.869999962,84.1,4.669642,1.770273,2.05494,0.6972939,54.07186,131.8539,66.6167,4.42897,,0.39,134.8963001
7/30/1996 20:00,,1996,7,3.950000176,69.7,2.317356,0.970317,1.222785,0.4617942,34.21456,98.3176,60.46966,3.32878,,0.51,112.2018
7/30/1996 21:00,,1996,7,3.670000018,116.6,2.090311,1.003237,1.59297,0.4725336,44.28607,151.0175,118.6521,4.96496,,0.52,213.7962001
7/30/1996 22:00,,1996,7,3.579999999,147.8,2.818352,1.369472,2.545185,0.559983,63.28622,192.6775,155.1054,6.99608,,0.58,263.0267998
7/30/1996 0:00,,1996,7,3.559999953,157.1,5.918639,2.662405,4.215585,0.7842319,69.07198,207.6751,167.9713,8.91436,,0.53,275.4229001
7/30/1996 0:00,,1996,7,3.51999996,171.7,5.650177,2.525787,4.693215,0.6287663,64.64337,212.466,190.844,11.08653,,0.57,301.9951999
7/31/1996 0:00,,1996,7,3.499999953,173.7,5.233013,2.206463,4.040715,0.6228852,80.00064,224.964,182.2667,10.32486,,0.47,316.2278002
7/31/1996 0:00,,1996,7,3.28000005,280,6.344785,3.037693,5.99169,0.8425315,117.1438,356.193,303.0631,17.99798,,0.31,524.8073998
7/31/1996 0:00,,1996,7,3.430000034,210,5.190598,2.805607,6.96522,0.6960154,98.57222,277.039,211.5723,15.17698,,0.43,371.5352
7/31/1996 0:00,,1996,7,3.139999976,387,11.23499,5.50587,12.32616,1.519625,175.0014,510.335,438.8697,27.39191,,0.18,724.4360001
7/31/1996 0:00,,1996,7,3.349999992,244,7.228015,3.77757,7.76475,1.014106,141.4297,337.446,258.7473,14.72562,,0.17,446.6836004
7/31/1996 0:00,,1996,7,3.739999966,101.6,1.906679,1.049325,2.071905,0.3533774,43.64321,150.6009,89.34643,4.76749,,0.42,181.9701001
7/31/1996 0:00,,1996,7,3.579999999,149.3,3.495495,1.608965,3.24336,0.5576817,610.7192,218.715,137.9509,8.57584,,0.42,263.0267998
7/31/1996 0:00,,1996,7,3.719999936,104.8,1.920651,0.996653,2.12193,0.3705093,44.3575,160.8076,87.20212,5.50095,,0.45,190.5460999
7/31/1996 0:00,,1996,7,,,,,,,,,,,,0,
7/31/1996 0:00,,1996,7,,,,,,,,,,,,0,
7/31/1996 11:00,,1996,7,4.059999995,51.5,0.60878,0.2469,0.37062,0.184104,17.35728,75.8212,37.45402,2.39785,,0.65,87.09636
7/31/1996 11:45,,1996,7,4.03,56.1,0.60379,0.2469,0.361485,0.1603239,18.78586,82.4868,41.8856,2.34143,,0.63,93.32543008
7/31/1996 13:00,,1996,7,4.210000001,36.7,0.367264,0.2469,0.27579,0.145749,11.64295,51.2418,27.16131,1.24124,,0.56,61.65950004
7/31/1996 15:00,,1996,7,4.210000001,38.5,0.565367,0.256776,0.287535,0.1935649,12.35724,49.5754,36.38187,1.15661,,0.05,61.65950004
7/31/1996 16:00,,1996,7,4.129999966,44.9,0.806883,0.31274,0.300585,0.1940763,14.00011,59.3655,42.10004,1.35408,,0.41,74.13102993
7/31/1996 17:00,,1996,7,4.399999968,25.9,0.360777,0.2469,0.22359,0.168762,11.92867,35.6193,22.87269,0.64883,,0.26,39.81071999
7/31/1996 18:00,,1996,7,4.269999997,33.9,0.700596,0.306156,0.348,0.3280631,19.00015,52.9082,28.66233,0.81809,,0.4,53.70318001
7/31/1996 19:00,,1996,7,4.419999996,23.3,0.499499,0.2469,0.2175,0.191775,13.64297,31.245,22.30087,0.62062,,0.14,38.01893998
7/31/1996 20:00,,1996,7,4.050000019,55.4,0.790416,0.274882,0.261,0.2580013,8.571497,81.4453,45.31651,1.55155,,0.31,89.12508991
7/31/1996 21:00,,1996,7,3.399999968,234,3.072343,0.87238,0.722535,0.6118901,76.42918,368.691,192.2735,8.32195,,0.45,398.1071999
7/31/1996 22:00,,1996,7,3.430000034,213,3.219548,0.911884,0.68469,0.6159813,83.5721,327.031,186.5553,6.91145,,0.36,371.5352
7/31/1996 23:00,,1996,7,3.360000032,246,4.173636,1.171129,0.87087,0.7397401,103.5723,374.94,226.5826,8.54763,,0.44,436.5158001
7/31/1996 0:00,,1996,7,3.41000005,224,3.580824,1.078953,0.842595,0.7103346,100.7151,343.695,203.7099,7.44744,,0.39,389.0451002
8/1/1996 1:00,,1996,8,3.530000033,170.2,2.892204,0.826292,0.63075,0.6361816,76.42918,254.126,157.9645,4.82391,,0.46,295.1209002
8/1/1996 2:00,,1996,8,3.609999985,143.1,3.495495,0.79831,0.50634,0.3930109,45.92894,206.8419,135.0918,6.51651,,0.51,245.4709
8/1/1996 3:00,,1996,8,3.430000034,218,5.640696,1.357127,0.82128,0.7811635,120.7152,329.114,210.1428,5.86768,,0.31,371.5352
8/1/1996 6:00,,1996,8,3.739999966,108.5,3.106774,0.832053,0.4872,0.3871298,483.5753,185.1787,87.20212,2.70816,,0.47,181.9701001
8/1/1996 7:00,,1996,8,3.820000071,89.9,2.495499,0.544003,0.34191,0.2700192,387.146,148.5179,74.33623,3.72372,,0.83,151.3561001
8/1/1996 10:00,,1996,8,3.719999936,117.6,2.610269,0.828761,0.43239,0.5766035,435.7178,197.4684,93.63506,2.73637,,0.41,190.5460999
8/1/1996 14:00,,1996,8,3.84999986,95.6,2.102287,0.779381,0.505905,0.8269338,115.0009,196.0103,59.18307,3.41341,,0.42,141.2538
8/1/1996 21:00,,1996,8,3.619999985,151.8,6.573826,2.004828,0.8178,1.293586,160.7156,293.703,115.793,6.23441,,0.13,239.8833002
8/1/1996 22:00,,1996,8,3.449999987,243,16.47249,3.761933,1.659525,2.363946,343.5742,522.833,200.136,11.50968,,0.25,354.8133999
8/1/1996 23:00,,1996,8,3.830000114,104.8,6.806859,1.403215,0.688605,0.969103,150.0012,220.798,75.051,4.09045,,0.44,147.9108
8/1/1996 0:00,,1996,8,3.719999936,138,26.8941,2.60891,0.937425,1.197699,210.0017,277.039,140.0952,6.96787,,0.32,190.5460999
8/2/1996 1:00,,1996,8,4.040000019,71.2,17.94254,1.602381,0.46458,0.5456638,116.4295,139.3527,72.90668,3.80835,,0.59,91.20107995
8/2/1996 2:00,,1996,8,4,76.7,17.73496,1.944749,0.525045,0.577882,135.0011,146.8515,88.63166,6.12157,,0.54,100
8/2/1996 3:00,,1996,8,3.800000053,122.4,13.56981,2.892022,0.672075,1.152184,207.1445,196.2186,169.4008,11.5661,,0.33,158.4892999
8/2/1996 4:00,,1996,8,3.809999893,112,14.25194,2.467354,0.692955,1.045302,198.573,183.5123,160.1088,6.2062,,0.28,154.8817001
8/2/1996 5:00,,1996,8,4.019999994,72,8.397671,1.301163,0.667725,0.4364799,102.858,103.5251,105.0714,3.07489,,0.36,95.49925992
8/2/1996 6:00,,1996,8,4.619999985,60.3,7.133205,0.841106,0.48894,0.3380354,70.50056,84.7781,87.91689,2.20038,,0.61,23.98833002
8/2/1996 7:00,,1996,8,4.269999997,51.1,6.487499,0.788434,0.475455,0.3219263,59.00047,74.3631,67.97476,1.91828,,0.63,53.70318001
8/2/1996 8:00,,1996,8,4.21999999,49.5,4.807865,0.856743,0.68295,0.3863627,50.0004,79.3623,54.53706,2.42606,,0.45,60.25595999
8/2/1996 9:00,,1996,8,4.19000002,54.5,3.442601,0.690497,0.61596,0.404006,48.71468,93.735,49.39071,2.14396,,0.51,64.56541993
8/8/1996 12:00,,1996,8,2.839999931,880,349.6792,47.54306,20.14224,10.26303,778.5776,2312.13,620.4216,53.8811,,0.36,1445.44
8/8/1996 13:00,,1996,8,2.809999893,927,104.9996,25.07434,16.28814,6.403495,942.8647,2478.77,447.4469,47.957,,0.28,1548.817001
8/8/1996 14:00,,1996,8,2.939999857,698,76.40189,19.40469,10.16856,4.448668,714.2914,1793.463,277.3313,29.9026,,0.41,1148.154
8/8/1996 15:00,,1996,8,3.460000063,215,11.34876,3.337265,2.186745,0.9430216,187.8586,495.754,70.6909,5.83947,,0.62,346.7368002
8/8/1996 16:00,,1996,8,3.489999942,202,13.25943,3.911719,2.031885,1.074963,155.7155,462.426,80.76917,5.13422,,0.31,323.5937001
8/8/1996 18:00,,1996,8,3.300000029,333,18.03885,5.48941,4.0542,1.81547,385.7174,801.955,175.8338,10.66338,,0.2,501.1872002
8/8/1996 21:00,,1996,8,3.499999953,217,11.44207,3.3743,3.2277,1.189005,248.5734,474.924,150.8168,6.06515,,0.25,316.2278002
8/8/1996 22:00,,1996,8,3.589999963,178,11.16762,3.34961,3.44955,1.408907,208.5731,383.272,128.6589,6.23441,,0.33,257.0396002
8/8/1996 23:00,,1996,8,3.730000032,132.4,7.42512,2.23856,2.14455,0.963989,144.2869,279.122,85.77257,4.54181,,0.58,186.2086999
8/8/1996 0:00,,1996,8,3.960000078,78.8,3.92713,1.19335,1.23105,0.652035,66.71482,168.0981,44.02992,3.01847,,0.93,109.6477999
8/9/1996 0:45,,1996,8,,,,,,,,,,,,0,
8/9/1996 1:52,,1996,8,,,,,,,,,,,,0,
8/9/1996 2:38,,1996,8,,,,,,,,,,,,0,
8/9/1996 3:30,,1996,8,,,,,,,,,,,,0,
8/9/1996 5:00,,1996,8,4.100000019,61.1,4.70058,1.04521,0.7743,0.623908,50.21469,112.482,48.03264,2.821,,0.79,79.43282
8/9/1996 6:00,,1996,8,4.019999994,74.3,7.084802,1.590859,0.99702,0.9627105,63.28622,146.6432,55.39479,3.41341,,0.67,95.49925992
8/9/1996 7:00,,1996,8,4.040000019,66.1,6.501471,1.517612,0.86826,0.8903474,54.07186,132.4788,43.95844,2.84921,,0.79,91.20107995
8/9/1996 8:00,,1996,8,4.050000019,67.1,7.287396,1.821299,0.86826,0.9335607,49.71468,138.3112,39.31243,2.96205,,0.68,89.12508991
8/9/1996 9:00,,1996,8,3.920000157,96.3,16.28486,3.98332,1.644735,2.255018,110.7152,201.6344,61.75625,6.34725,,0.33,120.2264
8/9/1996 20:00,,1996,8,4.470000072,47.9,39.95742,10.52535,2.30898,4.056425,177.8586,122.6887,63.97204,8.57584,,0.3,33.88441
8/9/1996 0:00,,1996,8,4.430000034,39.9,37.37011,6.745308,2.79618,1.7114,105.0008,102.6919,35.23823,8.06806,,0.43,37.15352
8/10/1996 1:00,,1996,8,4.549999989,30.2,22.9046,4.426094,4.487025,1.470275,61.35764,78.3208,23.08712,5.98052,,0.57,28.18383003
8/10/1996 2:00,,1996,8,4.629999966,24.6,18.97497,4.97092,4.56576,1.238866,43.57178,66.8643,16.86861,4.09045,,0.4,23.44228999
8/10/1996 2:54,,1996,8,4.300000029,41.7,29.26385,6.774113,2.665245,1.62932,38.35745,99.3591,20.44246,5.98052,,0.15,50.11872002
8/10/1996 8:00,,1996,8,4.499999953,22.4,6.058858,1.891254,1.97142,0.570211,11.21438,49.7837,6.147034,1.21303,,0.61,31.62278002
8/10/1996 9:00,,1996,8,4.399999968,27.5,3.41316,0.899539,1.823955,0.5415726,15.57155,57.4908,7.5051,1.60797,,0.63,39.81071999
8/10/1996 10:00,,1996,8,4.279999967,35.4,3.125237,0.948919,2.21415,0.738973,17.50014,72.6967,9.00612,1.91828,,0.48,52.48075001
8/10/1996 11:00,,1996,8,4,63.4,3.938607,1.280588,2.9928,0.9852121,21.35731,134.7701,13.86657,2.51069,,0.29,100
8/10/1996 11:45,,1996,8,3.970000124,69.1,4.508964,1.66246,2.18805,1.352142,25.42878,147.0598,16.79713,3.27236,,0.14,107.1518999
8/10/1996 19:00,,1996,8,4.879999914,23.9,17.47997,4.808789,7.318875,1.515534,92.85789,45.4094,46.81753,5.3599,,0.27,13.18257
8/10/1996 20:00,,1996,8,5.14999999,15.4,15.86221,4.202238,4.729755,1.004134,51.42898,25.2043,35.30971,3.44162,,0.47,7.079458007
8/10/1996 21:00,,1996,8,5.21999999,26,29.46994,7.160923,13.86519,2.407927,137.144,62.49,58.03944,9.39393,,0.15,6.025595999
8/12/1996 20:00,,1996,8,3.499999953,235,51.60658,11.86684,14.94442,3.482634,272.145,424.932,266.6097,21.77812,,0.34,316.2278002
8/12/1996 21:00,,1996,8,3.549999989,198,21.15461,7.054756,9.82056,2.444748,295.7166,312.45,235.1598,16.61569,,0.44,281.8383003
8/12/1996 22:00,,1996,8,3.639999934,167,14.222,4.835125,7.095285,2.108247,217.1446,270.79,177.2633,13.56901,,0.52,229.0868001
8/12/1996 23:00,,1996,8,3.589999963,184.1,13.43807,4.276308,6.19092,2.15683,200.7159,324.948,158.6793,13.48438,,0.52,257.0396002
8/12/1996 0:00,,1996,8,3.689999988,151.8,12.07331,3.773455,5.817255,1.89755,160.7156,281.205,122.9407,10.94548,,0.55,204.1738001
8/13/1996 1:00,,1996,8,3.7500001,131.8,11.25944,3.519148,6.5859,1.69478,171.4299,241.628,112.9339,10.07097,,0.54,177.8279001
8/13/1996 2:00,,1996,8,3.499999953,227,22.71797,6.646548,13.98742,3.213638,239.2876,414.517,213.7167,21.80633,,0.26,316.2278002
8/13/1996 3:00,,1996,8,3.33999999,313,38.15005,8.750136,19.95519,3.45911,292.8595,531.165,326.6505,33.2878,,0.24,457.0882001
8/13/1996 4:00,,1996,8,3.449999987,251,24.35968,6.347799,14.08051,2.179075,215.0017,395.77,269.4688,23.4143,,0.31,354.8133999
8/13/1996 5:00,,1996,8,3.579999999,178.9,13.01791,4.026116,9.05496,1.461837,152.8584,270.79,191.5587,13.11765,,0.46,263.0267998
8/13/1996 6:00,,1996,8,3.449999987,241,18.95452,5.754416,12.8686,2.42557,220.716,385.355,264.4654,17.29273,,0.26,354.8133999
8/13/1996 7:00,,1996,8,3.21999999,397,31.49688,9.253812,19.20351,4.435116,388.5745,656.145,453.8799,27.9279,,0.13,602.5595999
8/13/1996 8:00,,1996,8,3.19000002,416,16.67109,4.677109,7.556385,2.339144,330.7169,716.552,395.2686,26.99697,,0.19,645.6541993
8/13/1996 9:00,,1996,8,3.28000005,332,8.938088,2.626193,3.85149,1.359046,227.859,585.323,255.1734,21.49602,,0.26,524.8073998
8/13/1996 21:00,,1996,8,3.300000029,370,196.0122,25.45704,5.074275,3.917068,499.2897,893.607,327.3653,23.18862,,0.34,501.1872002
8/13/1996 22:00,,1996,8,3.51999996,235,166.1171,20.84083,3.2538,2.528362,310.0025,549.912,238.0189,16.27717,,0.6,301.9951999
8/13/1996 22:35,,1996,8,3.170000048,462,182.2298,34.54872,4.40568,3.924739,430.0034,901.939,516.7797,29.0563,,0.25,676.0829007
8/13/1996 0:00,,1996,8,3.499999953,224,75.92285,17.21469,2.358135,1.715236,244.2877,449.928,216.5757,12.92018,,0.57,316.2278002
8/14/1996 1:00,,1996,8,3.540000076,212,75.47375,18.05827,2.256345,1.71677,212.8588,408.268,215.861,14.21784,,0.62,288.4030998
8/14/1996 2:00,,1996,8,3.650000027,181.4,86.02261,19.04093,2.43513,1.78274,274.2879,379.106,203.7099,13.45617,,0.67,223.8720999
8/14/1996 3:00,,1996,8,3.860000083,143.5,127.1502,29.25765,3.0798,2.729598,345.0027,377.023,185.8406,13.11765,,0.45,138.0384001
8/15/1996 21:00,,1996,8,2.970000124,813,123.0883,33.44425,7.891335,8.695846,892.8643,1853.87,661.8784,56.42,,0.16,1071.518999
8/15/1996 22:00,,1996,8,3.51999996,220,44.76778,14.66257,2.87013,2.618368,283.5737,462.426,169.4008,13.93574,,0.24,301.9951999
8/15/1996 23:00,,1996,8,4.100000019,56.6,4.483515,1.818007,0.62988,0.5009163,34.21456,110.6073,30.30631,2.05933,,0.12,79.43282
8/15/1996 0:00,,1996,8,3.379999983,275,13.68408,4.219521,1.247145,2.151716,24.71448,620.734,132.2327,7.6167,,0.2,416.8693998
8/16/1996 4:00,,1996,8,3.680000027,143.4,2.92913,1.128333,0.74124,1.093885,13.07153,310.367,59.82637,2.62353,,0.29,208.9296001
8/16/1996 5:00,,1996,8,3.7500001,123.5,4.608764,1.311039,0.65859,0.9708929,11.50009,256.209,65.11568,2.99026,,0.56,177.8279001
8/16/1996 6:00,,1996,8,3.700000069,147.6,19.42308,5.123175,1.007025,1.191306,200.0016,312.45,105.0714,4.99317,,0.57,199.5261998
8/16/1996 7:00,,1996,8,3.960000078,83.1,11.00145,3.6212,0.719055,0.7796293,145.7155,187.0534,56.53842,2.42606,,0.49,109.6477999
8/16/1996 8:00,,1996,8,4.070000019,62.7,15.69405,5.248271,0.66642,0.6916685,108.5723,140.3942,48.03264,2.79279,,0.8,85.1138001
8/16/1996 9:00,,1996,8,4.019999994,72.3,22.84322,7.869526,0.779955,0.7809078,125.7153,156.4333,66.04488,3.6673,,1.02,95.49925992
8/16/1996 11:00,,1996,8,3.970000124,81.9,24.4535,9.262865,0.8526,0.86938,139.2868,185.387,73.62146,3.89298,,0.97,107.1518999
8/16/1996 12:00,,1996,8,4.010000009,75.9,20.34722,8.477723,0.819105,0.8967399,138.5725,186.4285,59.89785,3.46983,,0.84,97.72372007
8/16/1996 13:00,,1996,8,4.14999999,54.9,14.47699,6.226818,0.75168,0.6453868,115.0009,125.1883,49.96252,2.59532,,0.84,70.79458007
8/16/1996 14:00,,1996,8,4.100000019,62.1,22.83723,8.950948,0.980925,0.930748,141.4297,129.5626,83.62826,3.97761,,0.44,79.43282
8/16/1996 14:35,,1996,8,3.719999936,157.3,,,,,387.8603,356.193,230.8712,12.52524,,0.14,190.5460999
8/16/1996 16:00,,1996,8,4.159999982,50.7,14.02938,5.988971,0.837375,0.9719157,105.7151,116.0231,47.10344,2.42606,,0.18,69.18309996
8/16/1996 16:45,,1996,8,3.900000142,98.7,25.71098,10.14183,1.28499,1.549286,195.0016,231.213,95.77937,7.19355,,0.21,125.8925
8/16/1996 18:00,,1996,8,3.769999911,123.8,28.10368,8.709809,1.67475,1.614234,222.1446,254.126,136.5213,7.41923,,0.31,169.8244
8/16/1996 19:00,,1996,8,3.920000157,85.5,20.68056,5.114945,1.229745,1.122012,153.5727,172.0558,92.20551,5.58558,,0.46,120.2264
8/16/1996 20:00,,1996,8,4.200000031,52,20.66758,4.195654,0.90915,0.9598978,127.1439,111.0239,58.68274,4.48539,,0.57,63.09572994
8/16/1996 21:00,,1996,8,4.399999968,39.7,36.78678,5.590639,0.96918,0.864266,112.1438,80.4038,65.25863,4.68286,,0.51,39.81071999
8/16/1996 22:00,,1996,8,4.51999996,31.6,32.53879,5.230988,1.088805,0.8476455,97.85793,54.9912,66.11636,4.20329,,0.52,30.19951999
8/16/1996 23:00,,1996,8,4.370000019,37,30.45696,4.382475,0.953085,0.8256553,81.42922,55.1995,73.62146,3.86477,,0.66,42.65795001
8/16/1996 0:00,,1996,8,4.300000029,39.1,22.41708,3.50598,0.75951,0.6868102,75.71489,57.2825,67.18851,3.6673,,0.78,50.11872002
8/17/1996 1:00,,1996,8,4.310000017,41.2,20.2569,3.290354,0.71949,0.7343704,92.85789,56.241,81.48394,2.96205,,0.69,48.97788002
8/17/1996 2:00,,1996,8,4.399999968,33.8,11.75893,2.210578,0.598125,0.5177925,45.50036,47.0758,58.1824,2.00291,,0.71,39.81071999
8/17/1996 3:00,,1996,8,4.51999996,23.7,7.621726,1.791671,0.52722,0.4155125,30.6431,36.0359,34.0946,1.49513,,0.67,30.19951999
8/17/1996 4:00,,1996,8,4.489999942,25.2,6.364246,1.795786,0.50982,0.3058172,34.28599,40.6185,33.02244,1.52334,,0.64,32.35937001
8/17/1996 4:56,,1996,8,4.860000083,10.6,1.708576,0.697904,0.363225,0.3270403,12.07153,19.70518,8.577257,0.5642,,0.71,13.80384001
8/17/1996 5:51,,1996,8,4.639999934,18,2.007976,0.844398,0.501555,0.3288302,23.64305,33.9529,16.22531,0.87451,,0.95,22.90868001
8/17/1996 6:55,,1996,8,4.530000033,21.1,1.999992,0.769505,0.50112,0.2753889,26.64307,39.3687,20.0136,0.93093,,0.93,29.51209002
8/17/1996 7:54,,1996,8,4.489999942,23.2,1.828336,0.643586,0.492855,0.2447049,26.28592,46.0343,17.72633,1.24124,,0.98,32.35937001
8/17/1996 9:00,,1996,8,4.19000002,53.5,2.113764,0.830407,0.614655,0.3940337,31.71454,84.9864,26.73245,1.18482,,0.81,64.56541993
8/17/1996 10:00,,1996,8,4.169999984,47.5,2.439112,0.967025,0.74472,0.7300235,46.14323,97.4844,30.59222,1.72081,,0.51,67.60830003
8/20/1996 22:00,,1996,8,3.489999942,224,15.19056,3.956161,1.84701,4.16075,295.7166,514.501,122.9407,14.18963,,0.51,323.5937001
8/20/1996 23:00,,1996,8,3.670000018,153.8,4.651179,1.402392,1.032255,1.114341,229.2876,364.525,59.25455,7.24997,,0.87,213.7962001
8/20/1996 0:00,,1996,8,3.84999986,98.3,2.074842,0.749753,0.750375,0.774771,135.0011,235.379,26.66097,2.821,,0.94,141.2538
8/21/1996 1:00,,1996,8,3.800000053,117.6,8.286893,1.972731,0.84738,0.6696783,163.5727,266.624,53.39342,4.90854,,1,158.4892999
8/21/1996 2:00,,1996,8,3.909999919,90.4,7.439591,1.952156,0.751245,0.5126785,130.001,196.4269,50.39138,3.46983,,0.87,123.0269
8/21/1996 3:00,,1996,8,3.709999911,144.3,14.15713,4.02447,1.1397,0.9670574,200.0016,324.948,87.91689,5.9241,,0.82,194.9844999
8/21/1996 4:00,,1996,8,4.330000038,36.3,1.803885,0.879787,0.60726,0.3505647,45.35751,73.9465,27.30427,1.10019,,0.87,46.77351004
8/21/1996 5:00,,1996,8,4.399999968,32.2,1.26247,0.626303,0.584205,0.3776689,46.14323,68.5307,23.80189,1.15661,,0.91,39.81071999
8/21/1996 6:00,,1996,8,4.489999942,27.5,1.106782,0.519313,0.58551,0.4937567,42.35748,58.7406,21.51462,1.04377,,0.89,32.35937001
8/21/1996 7:00,,1996,8,4.449999987,28.6,0.946104,0.427137,0.589425,0.4224164,41.28605,63.1149,20.58542,1.01556,,0.89,35.48133999
8/21/1996 8:00,,1996,8,4.33999999,33.6,0.807382,0.380226,0.518955,0.3901982,34.35742,74.1548,17.44042,0.78988,,0.86,45.70882001
8/21/1996 9:00,,1996,8,4.240000028,43.2,0.850296,0.344014,0.664245,0.4024718,31.50025,93.1101,17.29747,0.78988,,0.79,57.54399002
8/21/1996 10:00,,1996,8,4.070000019,60.6,0.952591,0.426314,0.572895,0.524185,37.71459,127.063,24.73109,1.10019,,0.64,85.1138001
8/21/1996 11:00,,1996,8,3.879999914,94.2,3.229528,0.998299,3.00933,1.622161,117.1438,203.5091,42.24299,2.28501,,0.44,131.8257
8/21/1996 12:00,,1996,8,3.830000114,111.5,3.319847,1.163722,0.89784,0.994673,132.8582,245.794,52.39275,3.18773,,0.35,147.9108
8/21/1996 12:40,,1996,8,3.709999911,135.9,3.975034,1.53078,1.055745,1.545962,192.1444,310.367,62.18512,3.92119,,0.18,194.9844999
8/21/1996 19:00,,1996,8,3.719999936,209,89.33597,20.13305,11.49357,7.020244,699.2913,708.22,173.6895,14.41531,,0.24,190.5460999
8/21/1996 20:00,,1996,8,4.070000019,100.9,45.80421,6.930483,3.61398,2.556233,360.7172,335.363,67.61738,8.77331,,0.49,85.1138001
8/21/1996 21:00,,1996,8,4.200000031,78.1,37.11911,4.640897,1.60341,2.120776,314.2882,260.375,50.24843,7.44744,,0.49,63.09572994
8/21/1996 22:00,,1996,8,4.289999986,70.1,42.06071,4.688631,1.471605,2.119753,304.2881,235.379,51.39207,7.56028,,0.54,51.28614005
8/21/1996 23:00,,1996,8,4.070000019,109.2,82.01564,8.767419,2.523,3.795866,500.7183,377.023,83.62826,14.16142,,0.28,85.1138001
8/21/1996 0:00,,1996,8,4.119999986,112.5,135.708,15.20739,3.335145,4.389858,429.2892,418.683,101.4975,15.85402,,0.25,75.85775995
8/22/1996 0:30,,1996,8,4.14999999,94.8,85.50365,12.91698,2.484285,3.403878,353.5742,331.197,76.48055,12.89197,,0.14,70.79458007
